CRS_DEP_TIME,DISTANCE,Weather,DAY_WEEK,Flight Status
1100,214,0,3,ontime
1300,214,0,3,ontime
1400,214,0,3,ontime
1500,214,0,3,ontime
1600,214,0,3,ontime
1700,214,0,3,ontime
1900,214,0,3,ontime
850,229,0,3,ontime
630,214,0,3,ontime
700,214,0,3,ontime
800,214,0,3,ontime
900,214,0,3,ontime
1000,214,0,3,ontime
1100,214,0,3,ontime
1200,214,0,3,ontime
1300,214,0,3,ontime
1400,214,0,3,ontime
1500,214,0,3,ontime
1600,214,0,3,ontime
1700,214,0,3,ontime
1800,214,0,3,ontime
1900,214,0,3,ontime
2000,214,0,3,ontime
2100,214,0,3,ontime
700,169,0,3,ontime
1455,169,0,3,ontime
1720,169,0,3,delayed
1030,169,0,3,ontime
1730,199,0,3,delayed
1900,199,0,3,ontime
1300,199,0,3,ontime
735,199,0,3,ontime
840,213,0,3,ontime
1710,213,0,3,delayed
1245,213,0,3,ontime
2120,213,0,3,ontime
630,213,0,3,ontime
1430,213,0,3,ontime
645,199,0,3,ontime
1500,213,0,3,delayed
2100,199,0,3,ontime
1630,199,0,3,delayed
1900,213,0,3,ontime
1525,199,0,3,delayed
700,213,0,3,ontime
1359,199,0,3,ontime
1700,213,0,3,ontime
1300,213,0,3,ontime
900,199,0,3,ontime
1455,184,0,4,delayed
1640,213,0,4,ontime
1245,229,0,4,delayed
1455,229,0,4,delayed
1715,229,0,4,ontime
2120,229,0,4,ontime
640,229,0,4,ontime
1040,229,0,4,ontime
840,228,0,4,ontime
1240,228,0,4,ontime
1455,228,0,4,ontime
1645,228,0,4,ontime
1715,228,0,4,ontime
2120,228,0,4,ontime
1610,228,0,4,ontime
1455,213,0,4,ontime
630,214,0,4,ontime
730,214,0,4,ontime
830,214,0,4,ontime
930,214,0,4,ontime
1030,214,0,4,ontime
1130,214,0,4,ontime
1230,214,0,4,ontime
1330,214,0,4,ontime
1430,214,0,4,delayed
1530,214,0,4,ontime
1630,214,0,4,delayed
1730,214,0,4,delayed
1830,214,0,4,ontime
1930,214,0,4,ontime
2030,214,0,4,ontime
1530,213,0,4,ontime
600,213,0,4,ontime
1830,213,0,4,ontime
700,214,0,4,ontime
800,214,0,4,ontime
900,214,0,4,ontime
1100,214,0,4,ontime
1300,214,0,4,ontime
1400,214,0,4,ontime
1500,214,0,4,ontime
1600,214,0,4,ontime
1700,214,0,4,ontime
1900,214,0,4,ontime
850,229,0,4,ontime
630,214,0,4,ontime
700,214,0,4,ontime
800,214,0,4,ontime
900,214,0,4,ontime
1000,214,0,4,ontime
1100,214,0,4,ontime
1200,214,0,4,ontime
1300,214,0,4,ontime
1400,214,0,4,ontime
1500,214,0,4,ontime
1600,214,0,4,ontime
1700,214,0,4,ontime
1800,214,0,4,ontime
1900,214,0,4,ontime
2000,214,0,4,ontime
2100,214,0,4,delayed
700,169,0,4,ontime
1030,169,0,4,ontime
1455,169,0,4,ontime
1720,169,0,4,delayed
1300,199,0,4,ontime
735,199,0,4,ontime
1900,199,0,4,ontime
1730,199,0,4,delayed
840,213,0,4,ontime
1710,213,0,4,ontime
1245,213,0,4,ontime
2120,213,0,4,ontime
630,213,0,4,ontime
1430,213,0,4,ontime
1359,199,0,4,ontime
1525,199,0,4,ontime
1630,199,0,4,ontime
1300,213,0,4,ontime
645,199,0,4,ontime
1500,213,0,4,ontime
1700,213,0,4,ontime
700,213,0,4,ontime
1900,213,0,4,ontime
2100,199,0,4,ontime
900,199,0,4,ontime
1455,184,0,5,delayed
1640,213,0,5,ontime
1245,229,0,5,delayed
1715,229,0,5,ontime
2120,229,0,5,delayed
640,229,0,5,ontime
1040,229,0,5,ontime
840,228,0,5,ontime
1240,228,0,5,ontime
1455,228,0,5,ontime
1645,228,0,5,ontime
1715,228,0,5,ontime
2120,228,0,5,ontime
1610,228,0,5,ontime
1455,213,0,5,ontime
630,214,0,5,ontime
730,214,0,5,ontime
830,214,0,5,ontime
930,214,0,5,ontime
1030,214,0,5,ontime
1130,214,0,5,ontime
1230,214,0,5,ontime
1430,214,0,5,ontime
1530,214,0,5,ontime
1630,214,0,5,ontime
1730,214,0,5,ontime
1830,214,0,5,ontime
1930,214,0,5,ontime
2030,214,0,5,ontime
1530,213,0,5,delayed
600,213,0,5,ontime
1830,213,0,5,ontime
700,214,0,5,ontime
800,214,0,5,ontime
900,214,0,5,ontime
1100,214,0,5,ontime
1300,214,0,5,delayed
1400,214,0,5,ontime
1700,214,0,5,ontime
1900,214,0,5,ontime
850,229,0,5,ontime
630,214,0,5,ontime
700,214,0,5,ontime
800,214,0,5,ontime
900,214,0,5,ontime
1000,214,0,5,ontime
1100,214,0,5,ontime
1200,214,0,5,ontime
1300,214,0,5,delayed
1400,214,0,5,ontime
1500,214,0,5,ontime
1700,214,0,5,ontime
1800,214,0,5,ontime
1900,214,0,5,ontime
2000,214,0,5,ontime
2100,214,0,5,ontime
1455,169,0,5,delayed
1030,169,0,5,ontime
1720,169,0,5,ontime
700,169,0,5,ontime
1730,199,0,5,ontime
1300,199,0,5,ontime
735,199,0,5,ontime
1900,199,0,5,delayed
840,213,0,5,ontime
1710,213,0,5,delayed
1245,213,0,5,ontime
2120,213,0,5,delayed
630,213,0,5,ontime
1430,213,0,5,ontime
2100,199,0,5,ontime
1630,199,0,5,ontime
700,213,0,5,ontime
645,199,0,5,ontime
1500,213,0,5,ontime
1900,213,0,5,ontime
1300,213,0,5,ontime
1525,199,0,5,delayed
1700,213,0,5,ontime
900,199,0,5,ontime
1359,199,0,5,ontime
1455,184,0,6,ontime
1640,213,0,6,ontime
1245,229,0,6,ontime
1715,229,0,6,ontime
2120,229,0,6,ontime
840,228,0,6,ontime
1240,228,0,6,ontime
1645,228,0,6,ontime
1715,228,0,6,delayed
2120,228,0,6,ontime
1800,228,0,6,ontime
1455,213,0,6,delayed
730,214,0,6,ontime
830,214,0,6,ontime
1030,214,0,6,ontime
1230,214,0,6,ontime
1430,214,0,6,ontime
1630,214,0,6,ontime
1830,214,0,6,ontime
2030,214,0,6,ontime
1530,213,0,6,ontime
600,213,0,6,ontime
1830,213,0,6,ontime
900,214,0,6,delayed
1300,214,0,6,ontime
850,229,0,6,ontime
700,214,0,6,ontime
900,214,0,6,ontime
1100,214,0,6,ontime
1300,214,0,6,ontime
1500,214,0,6,ontime
1700,214,0,6,ontime
1900,214,0,6,ontime
1455,169,0,6,ontime
1720,169,0,6,ontime
700,169,0,6,delayed
1030,169,0,6,ontime
1300,199,0,6,ontime
840,213,0,6,ontime
1710,213,0,6,ontime
1245,213,0,6,ontime
2120,213,0,6,ontime
930,199,0,6,ontime
1500,213,0,6,ontime
1600,199,0,6,ontime
700,213,0,6,delayed
645,199,0,6,ontime
1359,199,0,6,ontime
1700,213,0,6,ontime
1730,199,0,6,ontime
1455,184,0,7,ontime
1640,213,0,7,ontime
1245,229,0,7,ontime
1455,229,0,7,ontime
1715,229,0,7,delayed
2120,229,0,7,delayed
840,228,0,7,ontime
1240,228,0,7,delayed
1455,228,0,7,ontime
1645,228,0,7,ontime
1715,228,0,7,delayed
2120,228,1,7,delayed
1610,228,0,7,ontime
1455,213,0,7,delayed
830,214,0,7,ontime
1030,214,0,7,ontime
1130,214,0,7,ontime
1230,214,0,7,ontime
1330,214,0,7,ontime
1430,214,0,7,ontime
1530,214,0,7,ontime
1630,214,0,7,ontime
1730,214,0,7,ontime
1830,214,0,7,ontime
1930,214,0,7,ontime
2030,214,0,7,ontime
1530,213,0,7,delayed
925,213,0,7,ontime
1830,213,0,7,ontime
1300,214,0,7,ontime
1500,214,0,7,delayed
1700,214,0,7,ontime
1900,214,0,7,ontime
850,229,0,7,ontime
900,214,0,7,ontime
1000,214,0,7,ontime
1100,214,0,7,ontime
1200,214,0,7,ontime
1300,214,0,7,ontime
1400,214,0,7,ontime
1500,214,0,7,ontime
1600,214,0,7,ontime
1700,214,0,7,ontime
1800,214,0,7,ontime
1900,214,0,7,ontime
2000,214,0,7,ontime
2100,214,0,7,delayed
1455,169,0,7,ontime
1030,169,0,7,delayed
1720,169,0,7,ontime
1315,169,0,7,ontime
1630,199,0,7,ontime
1300,199,0,7,ontime
1900,199,0,7,ontime
840,213,0,7,ontime
1710,213,0,7,ontime
1245,213,0,7,ontime
2120,213,0,7,delayed
1430,213,0,7,delayed
2130,199,0,7,delayed
930,199,0,7,ontime
845,213,0,7,ontime
1900,213,0,7,delayed
1500,213,0,7,ontime
1700,213,0,7,ontime
1359,199,0,7,ontime
1730,199,0,7,ontime
1455,184,0,1,ontime
1245,229,0,1,ontime
1455,229,0,1,delayed
1715,229,0,1,delayed
2120,229,0,1,delayed
640,229,0,1,delayed
1040,229,0,1,delayed
840,228,0,1,ontime
1240,228,0,1,ontime
1455,228,0,1,delayed
1645,228,0,1,delayed
1715,228,0,1,delayed
2120,228,0,1,ontime
1610,228,0,1,ontime
1455,213,1,1,delayed
730,214,1,1,delayed
930,214,0,1,ontime
1030,214,0,1,ontime
1130,214,0,1,ontime
1230,214,0,1,ontime
1330,214,0,1,ontime
1430,214,0,1,delayed
1530,214,1,1,delayed
1630,214,0,1,ontime
1730,214,0,1,ontime
1930,214,0,1,ontime
2030,214,0,1,ontime
1530,213,1,1,delayed
1830,213,1,1,delayed
800,214,1,1,delayed
900,214,1,1,delayed
1300,214,1,1,delayed
1900,214,1,1,delayed
850,229,1,1,delayed
630,214,0,1,delayed
700,214,0,1,delayed
800,214,0,1,ontime
900,214,1,1,delayed
1000,214,0,1,ontime
1100,214,0,1,delayed
1400,214,0,1,ontime
1600,214,0,1,ontime
1700,214,0,1,ontime
1800,214,0,1,ontime
1900,214,0,1,ontime
2000,214,0,1,ontime
2100,214,0,1,delayed
1720,169,0,1,delayed
1455,169,0,1,ontime
735,199,1,1,delayed
1900,199,0,1,delayed
1300,199,0,1,ontime
840,213,0,1,ontime
1245,213,0,1,delayed
2120,213,0,1,delayed
630,213,0,1,ontime
1430,213,1,1,delayed
1500,213,0,1,delayed
2100,199,0,1,ontime
900,199,0,1,ontime
1900,213,0,1,delayed
1300,213,0,1,ontime
1700,213,0,1,delayed
1359,199,0,1,ontime
1525,199,1,1,delayed
1455,184,0,2,ontime
1640,213,0,2,delayed
1245,229,1,2,delayed
1455,229,1,2,delayed
1715,229,1,2,delayed
640,229,1,2,delayed
1040,229,0,2,ontime
840,228,0,2,delayed
1240,228,0,2,delayed
1455,228,1,2,delayed
1715,228,1,2,delayed
2120,228,1,2,delayed
1455,213,0,2,delayed
730,214,0,2,ontime
830,214,0,2,delayed
1030,214,0,2,ontime
1230,214,0,2,ontime
1430,214,0,2,ontime
1630,214,0,2,delayed
1830,214,0,2,delayed
2030,214,0,2,delayed
1530,213,0,2,delayed
1830,213,1,2,delayed
700,214,0,2,delayed
800,214,0,2,ontime
1400,214,1,2,delayed
1500,214,0,2,ontime
1600,214,1,2,delayed
850,229,1,2,delayed
630,214,0,2,ontime
700,214,0,2,ontime
800,214,0,2,ontime
900,214,0,2,ontime
1000,214,0,2,ontime
1100,214,0,2,ontime
1200,214,0,2,ontime
1300,214,0,2,ontime
1400,214,0,2,ontime
1500,214,0,2,ontime
1600,214,0,2,ontime
1700,214,0,2,ontime
700,169,0,2,delayed
1730,199,1,2,delayed
1300,199,0,2,delayed
840,213,0,2,delayed
1710,213,1,2,delayed
1245,213,0,2,delayed
2120,213,0,2,delayed
1430,213,1,2,delayed
1500,213,0,2,delayed
700,213,1,2,delayed
645,199,0,2,ontime
1455,184,0,3,ontime
1640,213,0,3,ontime
1245,229,0,3,ontime
1455,229,0,3,delayed
1715,229,0,3,ontime
2120,229,0,3,delayed
640,229,0,3,ontime
1040,229,0,3,ontime
840,228,0,3,delayed
1240,228,0,3,delayed
1455,228,0,3,ontime
1645,228,0,3,ontime
1715,228,0,3,delayed
2120,228,0,3,ontime
1610,228,0,3,ontime
1455,213,0,3,ontime
730,214,0,3,ontime
930,214,0,3,ontime
1130,214,0,3,ontime
1330,214,0,3,ontime
1530,214,0,3,ontime
1730,214,0,3,ontime
1830,214,0,3,ontime
2030,214,0,3,delayed
1530,213,0,3,ontime
1830,213,0,3,ontime
800,214,0,3,delayed
1400,214,0,3,delayed
1500,214,0,3,ontime
1600,214,0,3,ontime
1700,214,0,3,delayed
1900,214,0,3,delayed
850,229,0,3,ontime
630,214,0,3,ontime
700,214,0,3,ontime
800,214,0,3,delayed
900,214,0,3,delayed
1000,214,0,3,ontime
1100,214,0,3,ontime
1300,214,0,3,ontime
1500,214,0,3,delayed
1600,214,0,3,delayed
1700,214,0,3,ontime
1800,214,0,3,ontime
1900,214,0,3,ontime
2000,214,0,3,delayed
2100,214,0,3,ontime
1455,169,0,3,ontime
1030,169,0,3,ontime
1720,169,0,3,delayed
1730,199,0,3,ontime
1900,199,0,3,delayed
1300,199,0,3,ontime
840,213,0,3,ontime
1710,213,0,3,delayed
1245,213,0,3,delayed
2120,213,0,3,ontime
630,213,0,3,ontime
1430,213,0,3,ontime
1359,199,0,3,ontime
1700,213,0,3,ontime
2100,199,0,3,delayed
1900,213,0,3,ontime
1630,199,0,3,ontime
900,199,0,3,delayed
700,213,0,3,ontime
1525,199,0,3,ontime
1500,213,0,3,ontime
1455,184,0,4,ontime
1640,213,0,4,ontime
1245,229,0,4,delayed
1455,229,0,4,delayed
1715,229,0,4,delayed
2120,229,0,4,ontime
640,229,0,4,delayed
840,228,0,4,ontime
1240,228,0,4,ontime
1455,228,0,4,ontime
1645,228,0,4,ontime
1715,228,0,4,ontime
2120,228,0,4,ontime
1610,228,0,4,ontime
1455,213,0,4,delayed
630,214,0,4,ontime
730,214,0,4,ontime
830,214,0,4,delayed
1030,214,0,4,ontime
1130,214,0,4,ontime
1230,214,0,4,ontime
1330,214,0,4,ontime
1430,214,0,4,ontime
1530,214,0,4,ontime
1630,214,0,4,ontime
1730,214,0,4,ontime
1830,214,0,4,ontime
1930,214,0,4,ontime
2030,214,0,4,ontime
1530,213,0,4,delayed
600,213,0,4,ontime
1830,213,0,4,ontime
700,214,0,4,delayed
800,214,0,4,ontime
900,214,0,4,ontime
1300,214,0,4,ontime
1400,214,0,4,delayed
1500,214,0,4,delayed
1700,214,0,4,ontime
1900,214,0,4,ontime
850,229,0,4,ontime
630,214,0,4,ontime
700,214,0,4,delayed
800,214,0,4,ontime
900,214,0,4,ontime
1000,214,0,4,ontime
1100,214,0,4,ontime
1200,214,0,4,ontime
1300,214,0,4,ontime
1400,214,0,4,ontime
1500,214,0,4,ontime
1600,214,0,4,ontime
1700,214,0,4,ontime
1800,214,0,4,ontime
1900,214,0,4,ontime
2000,214,0,4,ontime
2100,214,0,4,ontime
1720,169,0,4,ontime
700,169,0,4,ontime
1030,169,0,4,ontime
1455,169,0,4,ontime
1300,199,0,4,ontime
1730,199,0,4,ontime
735,199,0,4,ontime
1900,199,0,4,ontime
840,213,0,4,delayed
1710,213,0,4,ontime
1245,213,0,4,ontime
2120,213,0,4,delayed
630,213,0,4,ontime
1430,213,0,4,ontime
2100,199,0,4,ontime
1630,199,0,4,ontime
1500,213,0,4,ontime
645,199,0,4,ontime
700,213,0,4,ontime
1900,213,0,4,ontime
1359,199,0,4,delayed
1300,213,0,4,ontime
1525,199,0,4,delayed
900,199,0,4,ontime
1700,213,0,4,ontime
1455,184,0,5,ontime
1640,213,0,5,ontime
1245,229,0,5,ontime
1455,229,0,5,delayed
1715,229,0,5,ontime
2120,229,0,5,ontime
640,229,0,5,ontime
1040,229,0,5,ontime
840,228,0,5,ontime
1240,228,0,5,ontime
1455,228,0,5,ontime
1645,228,0,5,ontime
1715,228,0,5,ontime
2120,228,0,5,delayed
1610,228,0,5,ontime
1455,213,0,5,delayed
630,214,0,5,ontime
730,214,0,5,ontime
830,214,0,5,ontime
930,214,0,5,ontime
1030,214,0,5,ontime
1130,214,0,5,ontime
1230,214,0,5,ontime
1330,214,0,5,ontime
1430,214,0,5,ontime
1530,214,0,5,ontime
1630,214,0,5,ontime
1730,214,0,5,ontime
1830,214,0,5,ontime
1930,214,0,5,ontime
2030,214,0,5,ontime
1530,213,0,5,ontime
1830,213,0,5,ontime
700,214,0,5,ontime
800,214,1,5,delayed
900,214,0,5,ontime
1100,214,0,5,ontime
1300,214,0,5,ontime
1400,214,0,5,ontime
1500,214,0,5,ontime
1600,214,0,5,delayed
1700,214,0,5,ontime
850,229,0,5,ontime
630,214,0,5,ontime
700,214,0,5,ontime
800,214,0,5,ontime
900,214,0,5,ontime
1000,214,0,5,ontime
1100,214,0,5,ontime
1200,214,0,5,ontime
1300,214,0,5,ontime
1400,214,0,5,ontime
1500,214,0,5,ontime
1600,214,0,5,ontime
1700,214,0,5,delayed
1800,214,0,5,ontime
1900,214,0,5,ontime
2000,214,0,5,ontime
2100,214,0,5,ontime
1720,169,0,5,delayed
700,169,0,5,ontime
1455,169,0,5,delayed
1030,169,0,5,ontime
1730,199,0,5,ontime
1300,199,0,5,ontime
1900,199,0,5,ontime
735,199,0,5,ontime
840,213,0,5,ontime
1710,213,0,5,ontime
1245,213,0,5,delayed
2120,213,0,5,ontime
630,213,0,5,ontime
1430,213,0,5,ontime
1300,213,0,5,ontime
2100,199,0,5,ontime
1700,213,0,5,delayed
1900,213,0,5,delayed
645,199,0,5,ontime
1359,199,0,5,delayed
1525,199,0,5,delayed
1630,199,0,5,ontime
900,199,0,5,ontime
1500,213,0,5,delayed
700,213,0,5,delayed
1455,184,0,6,ontime
1640,213,0,6,ontime
1245,229,0,6,ontime
1715,229,0,6,ontime
2120,229,0,6,ontime
840,228,0,6,delayed
1240,228,0,6,ontime
1645,228,0,6,ontime
1715,228,0,6,ontime
2120,228,0,6,ontime
1800,228,0,6,ontime
1455,213,0,6,ontime
730,214,0,6,ontime
830,214,0,6,delayed
1030,214,0,6,ontime
1230,214,0,6,ontime
1430,214,0,6,ontime
1630,214,0,6,ontime
1830,214,0,6,ontime
2030,214,0,6,ontime
1520,213,0,6,ontime
600,213,0,6,ontime
1830,213,0,6,ontime
900,214,0,6,ontime
1300,214,0,6,ontime
850,229,0,6,ontime
700,214,0,6,ontime
900,214,0,6,ontime
1100,214,0,6,ontime
1300,214,0,6,ontime
1500,214,0,6,ontime
1700,214,0,6,ontime
1900,214,0,6,ontime
1030,169,0,6,ontime
1455,169,0,6,ontime
1720,169,0,6,ontime
700,169,0,6,ontime
1300,199,0,6,ontime
840,213,0,6,ontime
1710,213,0,6,ontime
1245,213,0,6,ontime
2120,213,0,6,ontime
1500,213,0,6,ontime
930,199,0,6,ontime
700,213,0,6,ontime
645,199,0,6,ontime
1700,213,0,6,ontime
1600,199,0,6,ontime
1359,199,0,6,ontime
1730,199,0,6,ontime
